tradition_id,name_cn,name_en,family,branch,term,gloss_cn,gloss_en,vector,mapping_note_cn
classical_confucianism,古典儒家,Classical Confucianism,Sinitic,Confucian,礼,礼,ritual propriety,I.PATTERN=0.20000000;K.PRACTICE=0.30000000;P.HARMONY=0.20000000;W.NORM=0.30000000,归一为实践秩序、规范和协调。
classical_confucianism,古典儒家,Classical Confucianism,Sinitic,Confucian,义,义,rightness,P.AGENCY=0.20000000;P.VERIFICATION=0.20000000;W.NORM=0.40000000;W.TRADEOFF=0.20000000,归一为情境正当判断和行动。
classical_confucianism,古典儒家,Classical Confucianism,Sinitic,Confucian,修身,修身,self-cultivation,K.META=0.20000000;K.PRACTICE=0.30000000;K.SELF_MODEL=0.20000000;P.FLOURISHING=0.30000000,归一为主体模型、实践与人格完善。
neo_confucianism,宋明理学与心学,Neo-Confucianism,Sinitic,Confucian,理,理／模式原则,pattern-principle,I.PATTERN=0.30000000;K.REGULARITY=0.30000000;P.HARMONY=0.20000000;W.NORM=0.20000000,归一为描述与规范交织的模式原则。
neo_confucianism,宋明理学与心学,Neo-Confucianism,Sinitic,Confucian,气,气／具体化过程,material-vital configuration,D.BODY=0.30000000;I.CONTEXT=0.20000000;I.PATTERN=0.30000000;K.CAUSE=0.20000000,归一为具体化和差异条件，不等同现代物理能量。
neo_confucianism,宋明理学与心学,Neo-Confucianism,Sinitic,Confucian,心,心／心性主体,heart-mind,D.SENSATION=0.20000000;K.SELF_MODEL=0.30000000;P.AGENCY=0.10000000;W.NORM=0.20000000;W.VALENCE=0.20000000,归一为认知—情感—规范主体模型。
neo_confucianism,宋明理学与心学,Neo-Confucianism,Sinitic,Confucian,格物／致良知,格物或致良知,investigation or realization of knowing,D.OBSERVATION=0.20000000;K.META=0.30000000;K.PRACTICE=0.20000000;P.VERIFICATION=0.30000000,归一为两种不同的认识—实践校准路径。
shinto,神道,Shinto,Japanese,Japanese religion,kami,神／灵威临在,kami/presence,D.OBSERVATION=0.10000000;I.RELATION=0.30000000;P.HARMONY=0.20000000;W.MEANING=0.20000000;W.VALENCE=0.20000000,归一为关系临在、敬畏和地方意义；不自动认证为独立意识体。
shinto,神道,Shinto,Japanese,Japanese religion,harae/misogi,祓禊／洁净,purification,I.BOUNDARY=0.20000000;K.PRACTICE=0.40000000;P.HARMONY=0.20000000;W.NORM=0.20000000,归一为边界恢复和仪式实践。
shinto,神道,Shinto,Japanese,Japanese religion,matsuri,祭礼,festival/ritual,I.RELATION=0.20000000;K.PRACTICE=0.30000000;P.CONTINUITY=0.30000000;P.FLOURISHING=0.20000000,归一为共同体关系和代际连续。
shinto,神道,Shinto,Japanese,Japanese religion,musubi,生成与联结,generative binding,I.PATTERN=0.20000000;I.RELATION=0.40000000;K.CAUSE=0.20000000;P.HARMONY=0.20000000,归一为生成关系和协调模式。
yoruba_ifa,约鲁巴—伊法传统,Yorùbá–Ifá,African,West African traditions,ìwà pẹ̀lẹ́,良善温和的品格,good character,K.PRACTICE=0.20000000;K.SELF_MODEL=0.20000000;P.FLOURISHING=0.30000000;W.NORM=0.30000000,归一为人格、实践和共同善。
yoruba_ifa,约鲁巴—伊法传统,Yorùbá–Ifá,African,West African traditions,orí,内在头／个人道路,inner head/destiny,I.CONTEXT=0.30000000;K.SELF_MODEL=0.30000000;P.CONTINUITY=0.20000000;P.INTENTION=0.20000000,归一为个体路径、主体模型和情境条件。
yoruba_ifa,约鲁巴—伊法传统,Yorùbá–Ifá,African,West African traditions,àṣẹ,使事物成就的效力,performative efficacy,I.RELATION=0.20000000;P.AGENCY=0.30000000;P.VERIFICATION=0.30000000;W.LEGITIMACY=0.20000000,归一为有授权和后果的行动效力，不等同物理新力。
yoruba_ifa,约鲁巴—伊法传统,Yorùbá–Ifá,African,West African traditions,Ifá divination,伊法咨询系统,Ifá divination,D.OBSERVATION=0.10000000;I.PATTERN=0.30000000;K.PRACTICE=0.30000000;P.VERIFICATION=0.10000000;W.TRADEOFF=0.20000000,归一为符号咨询和决策实践；经验有效性需按具体主张检验。
ubuntu,Ubuntu关系伦理,Ubuntu Relational Ethics,African,African philosophy,ubuntu,共同人性／关系成人,relational personhood,I.RELATION=0.40000000;K.SELF_MODEL=0.20000000;P.FLOURISHING=0.20000000;W.NORM=0.20000000,归一为关系主体、伦理与共同善。
ubuntu,Ubuntu关系伦理,Ubuntu Relational Ethics,African,African philosophy,recognition,相互承认,mutual recognition,D.OBSERVATION=0.10000000;I.RELATION=0.30000000;W.LEGITIMACY=0.30000000;W.VALENCE=0.30000000,归一为被看见、尊严和关系授权。
ubuntu,Ubuntu关系伦理,Ubuntu Relational Ethics,African,African philosophy,restoration,关系修复,restoration,P.FLOURISHING=0.30000000;P.VERIFICATION=0.30000000;W.CONSEQUENCE=0.20000000;W.TRADEOFF=0.20000000,归一为后果承担和修复行动。
ubuntu,Ubuntu关系伦理,Ubuntu Relational Ethics,African,African philosophy,communal flourishing,共同繁荣,communal flourishing,I.RELATION=0.20000000;P.CONTINUITY=0.10000000;P.FLOURISHING=0.50000000;W.NORM=0.20000000,归一为共同体目的。
maori_worldview,毛利世界观,Māori Worldview,Oceanic,Māori traditions,whakapapa,谱系与关系序列,genealogy and layered relations,D.HISTORY=0.40000000;I.RELATION=0.30000000;K.SELF_MODEL=0.20000000;P.CONTINUITY=0.10000000,归一为历史—关系—身份世界线。
maori_worldview,毛利世界观,Māori Worldview,Oceanic,Māori traditions,mauri,生命原则／活力,life principle,D.BODY=0.20000000;I.PATTERN=0.20000000;P.CONTINUITY=0.20000000;P.HARMONY=0.20000000;W.VALENCE=0.20000000,归一为生命状态、价值和连续概念；不默认等同可测能量。
maori_worldview,毛利世界观,Māori Worldview,Oceanic,Māori traditions,mana/tapu,权威、效力与神圣边界,authority and sacred restriction,I.BOUNDARY=0.20000000;P.AGENCY=0.30000000;W.LEGITIMACY=0.30000000;W.NORM=0.20000000,归一为边界、授权和行动能力。
maori_worldview,毛利世界观,Māori Worldview,Oceanic,Māori traditions,kaitiakitanga,守护责任,guardianship,P.CONTINUITY=0.20000000;P.FLOURISHING=0.30000000;W.CONSEQUENCE=0.20000000;W.NORM=0.30000000,归一为生态责任和后代连续。
andean_relationality,安第斯关系宇宙观,Andean Relationality,Indigenous Americas,Andean traditions,Pachamama,大地—时间母体,earth-time relational whole,D.BODY=0.20000000;I.RELATION=0.30000000;K.WORLD_MODEL=0.20000000;P.HARMONY=0.20000000;W.VALENCE=0.10000000,归一为生态—时间整体及敬重关系，不直接判定为人类式意识。
andean_relationality,安第斯关系宇宙观,Andean Relationality,Indigenous Americas,Andean traditions,ayllu,亲族—土地共同体,kin-land community,I.RELATION=0.40000000;K.SELF_MODEL=0.20000000;P.FLOURISHING=0.20000000;W.LEGITIMACY=0.20000000,归一为关系主体和共同体。
andean_relationality,安第斯关系宇宙观,Andean Relationality,Indigenous Americas,Andean traditions,ayni,互惠,reciprocity,I.RELATION=0.20000000;P.FLOURISHING=0.30000000;W.CONSEQUENCE=0.20000000;W.NORM=0.30000000,归一为互惠规范和共同繁荣。
andean_relationality,安第斯关系宇宙观,Andean Relationality,Indigenous Americas,Andean traditions,complementarity,互补,complementarity,I.DIFFERENCE=0.20000000;I.RELATION=0.30000000;P.HARMONY=0.20000000;W.TRADEOFF=0.30000000,归一为差异共存、权衡和协调。
neoplatonism,新柏拉图主义,Neoplatonism,Greco-Roman,Late antique philosophy,the One,一者,the One,K.REGULARITY=0.20000000;K.WORLD_MODEL=0.40000000;P.COMMUNION=0.20000000;W.MEANING=0.20000000,归一为超越性统一世界模型。
neoplatonism,新柏拉图主义,Neoplatonism,Greco-Roman,Late antique philosophy,Nous,理智／智性,Intellect,K.CONCEPT=0.20000000;K.REGULARITY=0.20000000;K.SELF_MODEL=0.20000000;K.WORLD_MODEL=0.20000000;P.COMMUNION=0.20000000,归一为智性世界与认识关系。
neoplatonism,新柏拉图主义,Neoplatonism,Greco-Roman,Late antique philosophy,emanation,流溢,emanation,I.PATTERN=0.20000000;I.RELATION=0.20000000;K.CAUSE=0.40000000;K.WORLD_MODEL=0.20000000,归一为层级生成模型，不等同粒子发射。
neoplatonism,新柏拉图主义,Neoplatonism,Greco-Roman,Late antique philosophy,return,回归,return,K.PRACTICE=0.20000000;P.COMMUNION=0.30000000;P.LIBERATION=0.30000000;W.MEANING=0.20000000,归一为哲学实践和关系实现。
stoicism,斯多葛主义,Stoicism,Greco-Roman,Hellenistic philosophy,logos,理性秩序,rational order,I.PATTERN=0.20000000;K.REGULARITY=0.30000000;K.WORLD_MODEL=0.20000000;P.HARMONY=0.30000000,归一为世界秩序与协调目的。
stoicism,斯多葛主义,Stoicism,Greco-Roman,Hellenistic philosophy,prohairesis,选择能力,moral choice,K.SELF_MODEL=0.20000000;P.AGENCY=0.40000000;P.VERIFICATION=0.20000000;W.NORM=0.20000000,归一为反事实行动和责任。
stoicism,斯多葛主义,Stoicism,Greco-Roman,Hellenistic philosophy,virtue,德性,virtue,K.PRACTICE=0.20000000;P.FLOURISHING=0.20000000;P.HARMONY=0.20000000;W.NORM=0.40000000,归一为规范实践和完善目的。
stoicism,斯多葛主义,Stoicism,Greco-Roman,Hellenistic philosophy,oikeiōsis,亲属化／关切扩展,appropriation and expanding concern,I.RELATION=0.30000000;P.FLOURISHING=0.30000000;W.NORM=0.20000000;W.VALENCE=0.20000000,归一为关系扩展和共同善。
secular_humanism,世俗人文主义,Secular Humanism,Modern,Modern ethical philosophy,human dignity,人的尊严,human dignity,K.SELF_MODEL=0.20000000;P.FLOURISHING=0.20000000;W.LEGITIMACY=0.30000000;W.NORM=0.30000000,归一为主体地位、权利和共同善。
secular_humanism,世俗人文主义,Secular Humanism,Modern,Modern ethical philosophy,critical inquiry,批判探究,critical inquiry,D.OBSERVATION=0.20000000;K.META=0.30000000;P.AGENCY=0.20000000;P.VERIFICATION=0.30000000,归一为可修订调查和现实校验。
secular_humanism,世俗人文主义,Secular Humanism,Modern,Modern ethical philosophy,autonomy,自主,autonomy,I.BOUNDARY=0.20000000;P.AGENCY=0.40000000;W.CONSEQUENCE=0.20000000;W.LEGITIMACY=0.20000000,归一为边界、授权和选择。
secular_humanism,世俗人文主义,Secular Humanism,Modern,Modern ethical philosophy,flourishing,繁荣／完善生活,flourishing,P.CONTINUITY=0.10000000;P.FLOURISHING=0.50000000;W.NORM=0.20000000;W.VALENCE=0.20000000,归一为现世共同善目的。
scientific_naturalism,科学自然主义,Scientific Naturalism,Modern,Modern science-oriented worldview,empirical evidence,经验证据,empirical evidence,D.OBSERVATION=0.30000000;D.SENSATION=0.30000000;K.META=0.10000000;P.VERIFICATION=0.30000000,归一为测量、观察和校准。
scientific_naturalism,科学自然主义,Scientific Naturalism,Modern,Modern science-oriented worldview,causal model,因果模型,causal model,I.PATTERN=0.10000000;K.CAUSE=0.50000000;K.META=0.20000000;K.WORLD_MODEL=0.20000000,归一为可干预生成解释。
scientific_naturalism,科学自然主义,Scientific Naturalism,Modern,Modern science-oriented worldview,falsifiability,可否证性,falsifiability,D.OBSERVATION=0.20000000;K.META=0.40000000;P.VERIFICATION=0.30000000;W.LEGITIMACY=0.10000000,归一为模型退役和公共检验条件。
scientific_naturalism,科学自然主义,Scientific Naturalism,Modern,Modern science-oriented worldview,methodological naturalism,方法论自然主义,methodological naturalism,I.BOUNDARY=0.20000000;K.META=0.40000000;K.WORLD_MODEL=0.20000000;P.VERIFICATION=0.20000000,归一为研究方法边界，不自动等于形而上唯物主义。
